Word,Aussage,Meinung,Prognose,Sonstiges
kein,0.029831086743484805,0.0015683058266148559,0.0042924683054810535,-0.035691861200615196
Mil,0.023449556166165307,0.0021536184914105858,0.0030364686329072427,-0.028639641632640322
ieur,-0.00036427839363155226,0.00022702415183382317,0.006272698957190821,-0.006135444563700399
oman,-0.0008165516278908895,0.0007266322051939576,0.009039710014776298,-0.00894979148812457
wie,0.01372119740931228,0.004412891327601639,0.0029064045962902026,-0.021040493221329625
die,0.021860295563817276,0.0035478198651110408,0.0034018798609918603,-0.02880999486845124
ersten,0.014398756130942955,0.0012090634578286231,0.0012663127452421448,-0.016874132705315667
beiden,0.01394332473151368,-0.00014229190715852293,-0.00019302960807131788,-0.01360800382835553
steht,0.08749797366206712,-0.009128390817676801,-0.0009849464296473897,-0.07738463473938961
also,0.018419328929673063,-0.011460544644641956,0.00254484411155175,-0.009503629285969673
nicht,0.014845279677524076,0.012078900699958333,0.0035979051570099096,-0.03052208549984755
Dem,0.005758298161572685,0.0017068583274794302,0.005775689922080695,-0.013240853473087658
ask,0.00047687679481492123,9.783239021392848e-05,0.008107291708001868,-0.008682001223658316
ierung,0.002028218884603263,0.00500138151103087,0.0016819478179597933,-0.008711554367426448
des,0.016788809937261572,0.003178328583999229,0.0017183944408929487,-0.02168553319839297
ieu,-0.011844655366876393,-0.0005891735059723639,0.0056315204136048016,0.00680231835206592
s,0.003835304560937705,0.004132858510086402,0.0006510043177509198,-0.00861916729085242
im,0.027344862221187396,7.487835404533357e-05,0.0029153485336091767,-0.030335089223728053
Zentrum,0.009786810580652753,0.0020280099909728557,0.007809060768766661,-0.019623880889913733
und,0.011772899211822853,0.005879784579023101,0.002678597350777866,-0.02033128076992061
zwar,0.026710181914769062,-0.009290413865329169,0.001061473550426998,-0.01848123917183262
eine,0.0276903311518205,0.00540403558782872,0.002712240724463861,-0.035806607359725046
Ermittler,0.04272239309640554,-0.0035978620304687563,0.0008931581058474571,-0.04001768827775815
aber,0.018072206288908932,-4.329584945584845e-05,-0.00011278573314662467,-0.017916125325480942
Haupt,0.00901693281720552,-0.0008888123843706579,0.0014395779913921971,-0.009567697498402632
augen,0.024429303782128608,0.004534620232956989,0.012239815798422916,-0.041203748039276344
merk,-0.037541630178178104,0.09331835707012953,0.002631833082221831,-0.058408560360267835
gesagt,0.07887239369958607,-0.010812819856406765,-0.01525908402031253,-0.05280049089789994
auf,0.02399909316913517,0.0029418590099455828,0.0016457100591815293,-0.028586662045537826
einer,0.01870295596408255,0.004857599459344691,0.0015183426703927006,-0.025078898865021813
Täter,0.059609460842254214,-0.004769940713564817,0.0017170407839330437,-0.05655656025498577
.,0.12893090829610349,0.04017486023876962,0.011975137350632303,-0.18108090574217442
Ver,-0.005826865462016623,0.0012854491899791454,0.00030258142113250187,0.004238836463082183
ehrte,0.010863575835780638,0.0036500058076358788,-9.463723442631089e-05,-0.014418940311228869
Kolleginnen,-0.0020663701054911875,0.005425829480116948,2.3012842574975402e-06,-0.0033617617654553176
Kollegen,0.012985526090694671,0.0013388677027411221,0.0005517893344778111,-0.014876182797495524
wissen,0.08036258425544346,-0.004737875114370901,-0.001644310283822043,-0.07398040232509792
um,0.017167408138481284,0.0006241991018613892,0.0012329397912255475,-0.019024547217052417
15,0.01911043714307168,-0.002272980931731823,0.0007322450570137431,-0.017569700938613653
30,0.018501914817477684,0.0002131974538017585,0.0049318120604332095,-0.023646923553664174
Uhr,0.00898093955667285,-0.0007090589312611907,0.002291913654334698,-0.010563793351972346
der,0.019876664505527344,0.0018693497633599846,0.0017478371710773419,-0.02349385177115874
Präsident,0.02832981303315487,-0.006984151022347727,0.0005493333543035312,-0.021894993773400356
Tschechischen,0.010444187985558528,-0.0004175947648946021,0.005222723543420215,-0.01524931534931966
Republik,0.019789524804339938,-0.0006914916803718067,0.002994401552033802,-0.022092436366862485
V,0.006753743937782568,0.002206853814973742,-0.0001857954734262274,-0.008774804090091452
á,0.021041708882503805,-0.0013776036878690924,0.0010285213817950091,-0.02069262937600857
cla,0.014314326076904157,-5.1811761642013506e-05,0.006754455865943566,-0.021016965380026488
v,0.007133532374522678,0.00022909804197617572,1.8301559464790497e-05,-0.007380932776351919
Hav,0.01675146073466749,-0.0005535087190245186,0.0018674273269858707,-0.018065378918219632
el,0.004751656744583689,0.00131496309077582,-0.00019894181322110483,-0.005867677406968597
hier,0.00853802194183395,0.008525989715076367,0.0007009772396086012,-0.01776499043669997
Plen,0.011245354485965217,0.0036553662301258985,0.01276961892614488,-0.027670335364734767
ars,0.013011303462723164,0.00397411282660835,-0.003959146091986327,-0.0130262715601572
aal,0.00862578641128288,-0.0009342194481982716,0.00042333890092693233,-0.00811490589724312
den,0.01639819513031004,0.00451178151755717,0.003319689025491607,-0.02422966640620362
Mitgliedern,0.0166436431933154,-0.0005904794096596878,0.00472898654571249,-0.020782149959509548
Deutschen,0.02168638566526981,-0.004008049731093521,0.0005994961848079356,-0.018277831132861525
Bundestag,0.01908099753272202,-0.002641958514704458,0.0005320931008763514,-0.01697113106850503
Bundesrat,0.03926150392418761,-0.002842828877553582,0.00777076298183839,-0.04418943406209754
Ansprache,0.0051657859346960315,-0.000352872015067381,0.02756409048494485,-0.03237700768245304
halten,0.020505933017673776,0.004984831346578281,0.008583720014432774,-0.034074484782400195
Stärken,0.00157970146264316,-0.0003297920795210468,-0.004125722387470887,0.002875817559594328
deutschen,0.0226624591342423,0.0036517749730248573,0.0003602512584166745,-0.026674486422571333
Chemie,0.02174301700812054,-0.006502708233254542,-0.0005646549135940881,-0.014675648138268802
bei,0.02434046721371469,0.0007815576034992785,0.0007131170826560896,-0.02583514182543184
neueren,0.011926721329941894,-0.0002697566903379718,-0.012408112874254584,0.0007511479070120857
organis,-0.0030718450293396454,-0.0002044320805880213,0.0025147399477039776,0.0007615374694124154
chen,0.002083755478787631,0.003288692164579858,0.0015712251545621436,-0.006943671872312407
Chemikalien,-0.0030718450293396454,-0.0002044320805880213,0.0025147399477039776,0.0007615374694124154
Pharma,0.0072061606574633915,0.0007807703814453432,0.0015793164055106649,-0.009566247229619088
kol,-0.004992507519717846,-6.0753576043579305e-05,0.005106538399640057,-5.3276964010567305e-05
ogie,-0.004992507519717846,-6.0753576043579305e-05,0.005106538399640057,-5.3276964010567305e-05
Pflanzen,0.04149019878667012,-0.0006505018057842555,0.0005006944326084893,-0.04134038973669897
schutz,0.005477007536676982,0.0003449986538392383,-0.0003423283114311583,-0.005479677864796726
werden,-0.05990455170949564,-0.018340549264206446,0.16281017749774518,-0.0845650767528119
kommenden,-0.054560132169801094,-0.01816897062138734,0.105200102791924,-0.03247100215724668
Jahren,0.03654763936848285,-0.005783799719390175,0.00499358810285611,-0.03575742729327037
durch,0.024910067541986644,0.002732272706362874,-0.0003843633352308107,-0.027257977313193522
neue,0.027220966237667055,-0.0011329417548172618,0.006634067830756569,-0.032722092811651525
bi,0.006867828630831883,0.0016743456350935561,-0.00013731781698524885,-0.008404856770590855
ote,0.009093179001717579,-0.0005423853233878618,-0.0014132988755759638,-0.007137497403359534
chn,0.0012499535448910136,0.0007317099217844872,0.005635097000199747,-0.007616760465147207
ologische,0.012719462306267816,0.0001774196287922475,0.011005624283699137,-0.02390251159037512
Verfahren,0.03324154832839364,-0.012212668603193984,0.0024770882649368608,-0.02350596601977688
revolution,0.09226366728307767,0.0014377833576115033,-0.05204374624592371,-0.041657700100927286
iert,0.03489799640208846,0.006755617389283212,-0.0032998679948806117,-0.038353745012392054
Soll,-0.00744628338547702,-0.0013642428753984053,-0.0009659646908024419,0.009776491506232157
Renten,0.008242479939645362,-0.0007199814092037633,0.0012501758406532981,-0.008772676660866476
beitrag,0.010865230340902782,0.0009880140552294982,-0.0033027373636400625,-0.008550505544016167
ssa,6.518377915654128e-05,-0.00015691303337916906,-0.00021033940015513508,0.0003020651638507843
tz,0.011988902783688023,0.003465385103394001,0.0031694100266432303,-0.018623697124878078
zul,0.0015392319624076402,-0.00013264455685243608,-0.00024738724235259,-0.001159199376248736
asten,0.005139571275018154,-0.0008057214704411145,-0.0005748813477749792,-0.003758980595728287
Jünger,0.012642262358980664,-0.0005035123843156956,-0.00031582942805587563,-0.011822917862966483
en,0.003831050186385164,0.003945193092500017,0.002062226977615161,-0.00983847033012322
explod,0.006268637404286892,0.0005507342340479226,0.0005356156317930072,-0.007354988902807236
ieren,0.012473993462341598,0.008898966496796498,0.009823518770690985,-0.03119647978712523
gerade,0.02495074566937718,0.0024999060255418005,-0.00024972210273202484,-0.027200931218450804
Ger,0.01639826441002167,-0.003983159998124542,-0.0005338857367109077,-0.011881214660046121
ing,0.0032947179375044707,-0.0016025828101178825,-0.00010892662304145145,-0.0015832131266201388
verd,0.017164780653836344,0.004373446488534869,-0.005224341841127903,-0.016313886809185277
iene,0.014177997287849672,-0.0007120585670527829,-0.0004583040828784317,-0.013007633512153496
r,-0.0008927330578887607,0.005404337870798477,-0.004241356015630028,-0.00027024985150067023
über,0.02258573602554743,0.0010328039163534962,-1.654167502289532e-05,-0.023601997548555635
fordern,-0.07212767658535002,0.10518567203120327,-0.0025564034379441315,-0.030501592059495646
würde,0.010420014339495,0.02462313522843792,0.0009952502247761689,-0.03603840203793487
Finden,-0.0019203043549017214,-0.001456364934104689,-0.000925352221404157,0.004302029187480608
Ordnung,-0.003572738273006157,0.017344697363163266,-0.0005668357345308142,-0.013205118919629735
daß,0.010066518265628804,0.01818995195306146,0.0018079120079271356,-0.030064382917607466
Nik,0.004979972213163819,6.858218421257334e-05,0.00021585354807029944,-0.005264408886432648
e,0.004324990798374283,0.0015286185225223841,0.00030802880740805015,-0.0061616377326638725
brasil,0.0024690517102499143,-0.0003446918190093129,-8.051309248457983e-05,-0.0020438302308321
ianische,0.00201720325549104,-0.00016022820273065008,-0.00029617871348364133,-0.0015607941895723343
National,0.006542865894672418,-0.002873914439887892,0.02905680111647987,-0.03272575611817995
mannschaft,0.014083025550348793,-0.000496454689255188,-0.0006020194015263769,-0.012984547764062881
finanziert,0.1305148847101188,-0.033754658025600806,-0.004631057297210446,-0.09212917340881256
Fehl,0.004281138724559222,-0.0013084166464601104,-0.0004159167780459163,-0.0025568127021244544
t,0.006247605847772681,0.0009635500916991262,-0.00103896578531772,-0.006172190605796713
uns,-0.023314456424822532,0.04591098992507949,0.0049106466142589435,-0.027507180947850023
nun,0.01816330452364566,-0.0041641048750749666,0.003953597883654887,-0.01795279594257663
Geld,0.028723025889654436,-0.0019061510292560336,-8.29615996661738e-05,-0.026733914109815543
oder,0.010476676097912177,0.0009030675701274292,0.000670147311821364,-0.012049891090829821
fehlt,0.10539785788524483,0.018100628802453587,0.0003253594412044574,-0.12382384063376592
politische,0.007014209897078812,0.009133237296160907,0.0002440782695825097,-0.016391526501230613
Wille,-0.004768790622961205,0.0035518339816462685,-0.000905620338812696,0.002122580496120463
ihn,0.03429250584787422,0.008643801763522509,0.005496500232251686,-0.0484328078850764
zu,0.015396811101128623,0.008393021064358925,0.0016575806008096291,-0.025447412933007712
finanzieren,0.02961737929652311,-0.0036738096673052125,-3.399106126314963e-05,-0.025909578826821184
Soweit,0.012339036044977547,-0.0045333153988546355,-0.000996883372257192,-0.006808827053040052
ich,-0.03446307758823451,0.04461035753592403,0.012101538954061547,-0.022248818444668077
gehört,0.0663638585657095,-0.002208955380288615,0.0006385485358882627,-0.06479344964500958
habe,0.08057525731867797,-0.006968606892908433,0.0002769982988933517,-0.07388364808141
weitere,0.03406100835314243,-0.004991872489677746,0.01724892540992072,-0.04631806383801836
Initiativen,0.01651646227113411,-0.0005830397140414918,0.014696818282431912,-0.030630237217804883
Wenn,-0.01584270235107365,0.005204720307540919,-0.0011674460986918704,0.011805425966561213
wir,-0.018132945222506025,0.03543902984737179,0.011001355475536413,-0.028307440587659185
diese,0.009562528088685858,0.008878897938200599,0.003316324067339404,-0.021757748748461325
schwierige,0.002678885073339643,0.013057269744967926,-0.0006060793103415563,-0.01513008285410251
Politik,0.01369027220418969,0.0012432964734574268,0.0029019956983937713,-0.017835564949651404
durchs,0.054337298504186095,-0.002262540318653377,0.005117527677415783,-0.05719228555893946
te,0.01023825228115829,0.0006230180650524687,0.00036447944507786824,-0.01122575091452135
hen,-0.029205663731462495,0.023268249792977966,0.03233558340278612,-0.02639817090035466
Sozialpolitik,-0.0003586597945142121,0.00720200976509457,0.01370667324430802,-0.020550024203790627
Arbeitnehmern,0.00036166244129682515,0.00785795397179018,0.004592775992440086,-0.012812391902657726
Schwach,-0.031029454229246765,0.004223302456193778,0.0016113483977619582,0.02519481376023123
unserer,-0.00642681519102728,0.02183668998517043,0.006511600347345965,-0.021921474852656744
Gesellschaft,0.0004680096349350272,0.005632392466766307,0.0007019423326054771,-0.006802346218751574
letztlich,0.019536772020444997,-0.009374424037607588,0.001991302595195607,-0.01215364749231672
zugute,0.016738652640136326,0.01543755603066125,0.04407837612498042,-0.07625458261969571
kommen,0.007478569502722271,0.010811956304353425,0.037367239415659816,-0.05565776518391361
Werte,-0.00012992341927111543,0.008242248542143449,-0.0005424456433862466,-0.007569881469507558
!,-0.09950065037604149,-0.06218411532566889,-0.008267896320955825,0.16995266037060125
Wieso,-0.011614026181374963,-0.0031522168634839746,-0.0013028002966797834,0.016069049305386014
gibt,0.06678605422599287,-0.003032425606490762,0.00014729949149540063,-0.06390092710512764
Con,0.0003095615656851199,-7.891201401485482e-05,-4.4845763646763874e-05,-0.0001857987811995877
ter,0.009452876590396321,-3.3643705403158e-05,0.0011157728387520883,-0.010535005261873278
gan,0.011403018177168616,0.0025254945101444094,-0.00026523615745478046,-0.013663279486140342
-,0.013777861936518001,-0.00018084239110251896,0.0007585672144295631,-0.014355586558437767
Stiftung,0.016290366029282088,0.0009935801619543922,-0.0005685597273588427,-0.01671538617472283
keine,0.031995055712002174,0.0015224200850051735,0.005942797155959718,-0.03946027385329722
zeitlich,0.0016373260850763298,8.506595837237302e-05,0.0006258876417264435,-0.002348281625823542
Begrenzung,-0.0006463957656868452,-0.0002586748829571661,-0.0003184332450457207,0.0012234962944473538
während,0.029947005128706985,0.0006892182868431388,0.002417692657780086,-0.033053913391236214
beim,0.030946156705926316,-0.0031190882595428654,0.0007146892632570033,-0.02854175878013541
HIV,-0.0002713294410770888,-0.0001974695920176196,-0.0002737974203531242,0.0007425932420624627
Entschädigung,0.0324388416022635,-0.021929841602318194,-0.0007877425447067784,-0.009721259426429343
sg,0.008957410954243645,0.00030738640649409407,0.0005900999287258198,-0.009854897583327183
ese,0.008640569701140757,0.0007526416505254811,0.001304604172757248,-0.010697816771277924
solche,0.010055923795532115,0.005025225084244379,-0.00032391145882065033,-0.014757233716789412
Wir,-0.031671904540994396,0.07334572599040969,0.024700823580309623,-0.06637464484143075
können,0.011283479429915703,0.025765077779307144,0.01323108548336034,-0.0502796430638113
abstimmen,0.016872482301517465,0.004545341979799272,0.013667087206292634,-0.03508491388686107
nach,0.02025717285778332,0.0018520483862173947,0.0027668288611519655,-0.024876050496342637
Reihenfolge,0.01186485473514592,-0.0035339522176386037,-0.0010140201744129357,-0.007316882988951653
Was,-0.0156531132781644,0.00045866090794609906,-0.0026487720356169644,0.017843224870558307
schafft,0.04396240941554169,0.0010797926214666696,0.001386459075567594,-0.04642865828253744
eigentlich,0.003201570378479404,0.005188628837566261,-0.0008106396277300388,-0.007579558749745071
für,0.012219667299280174,0.0027236603492482845,0.0016662713751961866,-0.016609599060589307
Bürger,0.012663840809995218,-0.000883070915067328,0.00022122940942685955,-0.012001998035455475
innen,0.009080295127348153,0.005226759575193752,0.0037255751894025844,-0.018032628968021734
Klarheit,-0.004731525164515915,0.004328527881890902,0.0006094441273110837,-0.00020644017911308765
faszin,-0.0008486335185832811,0.039078277707403686,0.022048265737263744,-0.06027791031566367
selbst,0.03056628169943034,0.004869045041360973,0.0009593207467309917,-0.03639464571968651
bew,0.029200949412339007,-0.00022049688191551743,-0.00030344163395711255,-0.02867701172519576
ußt,-0.0020519519209988095,0.014196097538857083,-0.00045504252223934515,-0.011689105664676363
Frau,0.00892850650078508,-0.0003116815736506465,0.0004779568221121453,-0.009094782292615549
am,0.01762647097574809,0.0034225619659587285,0.0014224003801935029,-0.02247143363817839
schwarzen,0.0027681235197860588,0.04713991628829414,-0.00017763453919693954,-0.04973040058718349
Mann,0.01799007078954937,0.0009339186202241093,-0.0005321718514248082,-0.018391818051517822
Wie,-0.0034429688345560434,-0.004629951693054428,-0.0003470457757562748,0.008419966664380692
will,0.03978477345693483,0.0268504163509581,-0.006510422324162477,-0.06012476693319879
man,-0.021290782603330432,0.03129382629113048,0.0014185368533892438,-0.01142158192624379
Vertrauen,-0.024020525888080967,0.04477992625786494,-0.0007911865815507544,-0.019968215511188683
gegenüber,0.012574865799063318,0.009282376848476288,0.0035010197393840563,-0.025358262408488354
Russland,0.04151780538648762,-0.004187093794523045,-0.0010107042895664547,-0.03632000675746704
aufbauen,-0.014286747532247757,0.006037988997678035,0.057707671061306164,-0.04945891022177792
wenn,-0.012389570473788844,0.01013146456916289,-0.0017555282431882659,0.0040136346566585985
weltweit,0.04788495688428357,-0.0067694347650625545,0.0010467106757850115,-0.04216223325137633
sehr,0.017593245715294577,0.034317253518188005,0.0027577161169425107,-0.054668216535221546
bestimmt,0.03250708449271053,0.032584857394867855,-0.0004167782611275941,-0.0646751690421344
auftritt,-0.0009509071903342677,-0.0004812461237406751,-0.00029813904897461424,0.0017302967607975006
waffen,0.018588469419697818,-0.001760913513925081,0.0010452650467056646,-0.017872816529327835
abkommen,0.009626131197154527,0.0003119980380910955,0.0021002174644332463,-0.012038347294836079
ob,0.005227149654567954,-0.009480441942783217,-0.0075812422747426125,0.011834534200715247
sol,0.0017336678731168468,0.0028395490053656357,0.0017665995444837517,-0.006339814613893126
et,0.008847953040500837,-0.002408252235161408,-0.0007373934569987628,-0.005702307577419185
macht,0.05444645568707931,0.006329476507639608,5.289647637298895e-06,-0.06078122222678887
indem,0.009408214178918066,-0.00014352640508472105,-0.0023725989860803624,-0.0068920909089908965
einen,0.022430390407853978,0.006479968105243072,0.002336418570557159,-0.03124677662147536
Dikt,0.009729347691833276,-0.0013063502172289923,0.004519961723399498,-0.012942961177217441
ator,0.0019087021987464444,-0.004044145979666306,0.0038863021764276103,-0.0017508523282837509
Ass,0.013021350866751567,0.0014017767586387384,-0.00024590992492600584,-0.014177214631768542
ad,0.004456002053279374,0.0017546817436449493,-0.0001229603181977776,-0.006087726356772296
stützt,0.04019544854252975,0.00038058851345491954,0.00019094046237266108,-0.04076698187828924
seine,0.030552831461802987,0.001021811074220769,-0.0005708979916596198,-0.031003745694352873
eigene,0.037515836153348255,0.00260819573496469,-0.000802318276157689,-0.03932171410706957
Bevölkerung,0.035992497807081913,-0.00041267516612862257,-8.572091994496394e-05,-0.035494101643173
mit,0.015928532675261897,0.0034604627986938564,0.0015865462223011925,-0.02097554160719826
bo,0.007354988524677695,1.8812507151163955e-05,0.0006486081751908697,-0.008022409696395729
mb,-0.00021369035072333579,0.006964173860328993,0.0011743957507384887,-0.007924877786298148
ardi,0.00033578453148370573,-7.617679126442887e-05,-0.00011517188377616722,-0.00014443698871348588
ert,0.035755710408831416,0.0005694895022716735,-0.00012957163439014874,-0.03619562683503001
Krim,0.0447923391463497,0.0019099480507660334,-0.00021680731676030455,-0.04648547917703644
besetzt,0.06035190488822271,0.002103326870533733,-0.00015028511371916955,-0.06230494824151119
Ost,0.016753791612675737,0.0005847844112718679,0.0033694917408184995,-0.020708065179456572
uk,0.008883871005791348,0.0019737977269097566,-0.00042158313811414626,-0.010436087038440695
rain,-0.000221069505062313,-0.00010121401239071958,-0.00013527126522029946,0.00045755322882166455
dest,-0.00014930893110734662,0.0017076846967054532,-8.289515669667304e-05,-0.0014754838232571882
abil,0.00531514305367485,-6.23421856441079e-05,-0.0004707346650964912,-0.00478207338055654
isiert,0.026082165282099258,0.009901385299799148,-0.005805630818666243,-0.03017792111652893
versucht,0.040666694635051744,-0.0002984710308568942,8.830487573466824e-05,-0.040456531029330625
Europa,0.02131456435926074,-0.0004375528794854745,0.00339401171954303,-0.02427102538872204
sp,0.03468825708810254,-0.002331611638977227,0.00040186444282255086,-0.03275851203904579
alten,0.0052653555415290145,0.007649313896095335,0.0038985387419034003,-0.016813208281209704
Vorteile,0.029742508846576737,0.009982882057076696,0.002854425515667774,-0.04257980847241545
verspricht,0.012065223780343855,0.0016505466282829026,0.0008977365613700936,-0.014613512393192148
sich,0.024203329403178715,0.007533482859639705,0.007805395849728852,-0.03954220754756583
Uni,0.0037758852774913976,-0.00016772020285316103,-0.0006579021609240954,-0.0029502561801564298
Einführung,0.013733075876739609,-0.00011634290815531777,0.0005603812999633338,-0.014177118782809476
Zum,0.003413382022854383,-0.006126709063257397,-0.001012169114825827,0.0037255042193624606
Inhalt,0.0019458475997842992,0.01635222442231867,-0.0011457440218760346,-0.01715233437669754
ist,0.05643466822559153,0.025248523162145015,0.00047284070279870186,-0.08215603218189196
schon,0.010270521973111178,0.019993539802321148,0.002985235706574731,-0.03324929664023953
einiges,-0.0028323284933129515,0.06112490201865111,0.024948224358238593,-0.08324079973806825
worden,0.07936988867740899,0.00021751242956644912,0.0009878476464971898,-0.08057524751064774
heute,0.04649416679332054,-0.003655866196368356,-0.0027380565536727574,-0.040100244218016196
sicherlich,-0.0449503353256221,0.09731248413326743,0.058251750463070115,-0.11061389252416451
noch,0.012025090437859395,0.005649527908438602,0.010078492612603523,-0.02775311152815511
vieles,0.018822502683428867,0.03188274375069872,0.02000090122191788,-0.07070615135413902
Die,0.02893934095581025,0.003020366889472527,0.0046260589780595445,-0.03658576622520423
Streitigkeiten,0.04890286745649064,-0.002093292165227467,-0.007465983529073128,-0.03934359228696849
Umbenennung,0.04677451948688637,-0.0005547002799535978,-0.02861657891895296,-0.017603232198346558
"""",0.046693999076305864,-0.008291199807100786,-0.005765335369637195,-0.03263746532923688
Platz,0.029152238310292695,0.0013779426496745696,0.0003903911625365189,-0.03092057161996388
dem,0.018828632253000983,0.0032861182228581037,0.0015750933279360148,-0.023689844380870958
Brandenburg,0.025225265835012393,-0.0016197605657162725,0.0062864266283130825,-0.02989193545542521
er,0.022725425940739587,-0.0012746740139167804,0.0015086224256195288,-0.02295937388389718
Tor,0.021283158204072148,-0.0008219625578833771,0.001481909207458286,-0.021943105314104514
18,0.02320968178609628,-0.004074282395970826,-0.0018566453117787338,-0.017278752287990144
März,0.03815563019608766,-0.00036608541848463745,0.0012495696742933905,-0.039039115783863404
1848,0.037255944684147835,0.0016449496097266092,-0.06379410501085658,0.024893198006793682
wahrscheinlich,0.0301266392736388,-0.01023506192455344,0.010287879171696983,-0.030179456685680978
diesem,0.016557274036875586,0.0041469279212105374,0.005044869288823645,-0.025749070951405408
Monat,0.02676571590554441,-0.0003933785353207563,0.006644456421912636,-0.03301679357522993
beige,0.04817959996210593,-1.788597877614679e-05,-0.02052411525345952,-0.02763760029539846
legt,0.0635493564833963,-0.010444626697350978,-0.005245289162197091,-0.047859439066594754
unsere,-0.004013576169590373,0.021733441953767873,0.008026563320680769,-0.02574642883187269
Probleme,0.020236702984708334,0.007439189194318491,0.007227321448101831,-0.034903215245190876
hohen,0.03474650505734587,-0.0025079977355132945,0.004554848484753157,-0.036793357344056754
Lohn,0.013490105749415188,-0.0020577049639665976,0.003227944148428181,-0.014660348412644053
zus,0.017877971112647315,0.006822163936402673,0.0006651461278738261,-0.025365278084990433
atz,0.004864865087894481,-0.00024630638463622685,0.0010833449251375178,-0.005701900051707158
kosten,-0.002407626824578226,-0.004216217090804636,0.0272867640883744,-0.02066291859090246
lösen,-0.021169921726129224,0.022738032076956547,0.05069078187669757,-0.05225889150522986
nur,0.02639492098552598,0.00026983314121107157,0.0003135705962941076,-0.02697832535784765
andere,0.019226635106745167,0.0020400423997720776,0.0010023749949391648,-0.022269051105626242
Finanzierungs,0.017764630986130216,-0.002499622946038471,-0.001002484848322638,-0.01426252601052056
quellen,0.001361747862524464,-0.00013301132508050135,-0.00020864262606491618,-0.0010200924068186354
ersch,0.00040898028762185166,0.017784988238153023,0.0013576087353926792,-0.01955157391519881
ließen,0.045916420936846405,0.0010140942810880915,3.8130358716443894e-05,-0.046968642933993575
Zeige,-0.0004176342977430205,-0.0032660639799291166,-0.000992776612203229,0.0046764727309037525
n,-0.004299461565834068,0.004445048400711838,0.0017428253260943496,-0.0018884125228202557
dass,0.027910006278376368,0.004833199097246828,0.00013603108233732985,-0.032879236303563
Demokratie,-0.007793813551467074,0.009106308009078086,0.0031051179909314863,-0.004417611498927578
wert,-0.026015089335145347,0.05130887603307464,-0.0021483454594693517,-0.023145441460253626
stimmen,0.016692179078158908,0.007950731325784974,0.011776890681275453,-0.036419799229337566
gegen,0.019932570639053106,0.0004500748896593496,0.00025978484439794945,-0.020642429657549963
Impf,0.03656947727057148,-0.005978800013629388,0.00041706404724204055,-0.031007740339365767
